campus_nam,stu_city,stu_lat,stu_long,stu_servic,stu_online
Peshawar,Islamabad/Rawalpindi,33.60344960000,72.99735620000,Zong,Google Meet
Karachi,Karachi,24.89045410000,67.06321450000,Zong,Google Meet
Peshawar,"Farrukh Clinic, Main Bazar Rajana, district Toba Tek Singh, Punjab Pakistan",30.97093560000,72.48264740000,Zong,Google Meet
Karachi,Dadu,3003352117.00000000000,0.00000000000,Zong,Zoom
Lahore,Lahore,0.00000000000,0.00000000000,Jazz,Google Meet
Peshawar,Kotli Ajk,33.57608120000,73.83069290000,Telenor,Google Meet
Lahore,Islamabad/Rawalpindi,3365175204.00000000000,0.00000000000,PTCL,Google Meet
Karachi,Multan,30.22905400000,71.49078530000,Jazz,Google Meet
Karachi,Karachi,24.95253490000,67.04572200000,Zong,Zoom
Lahore,Lahore,31.53107300000,74.32280284000,Jazz,Google Meet
Islamabad,Islamabad/Rawalpindi,33.53683550000,73.16446280000,Ufone,Zoom
Peshawar,Tarbela Ghazi,34.08754320000,72.69895220000,Telenor,Google Meet
Chiniot_Faisalabad,Chiniot/Faisalabad,31.40967798000,73.09898321000,Zong,Microsoft Teams
Karachi,Karachi,24.88863440000,67.18681000000,Zong,Zoom
Karachi,Karachi,24.94835320000,67.05986340000,Jazz,Google Meet
Karachi,Karachi,24.86759836000,67.32009569000,Zong,Zoom
Karachi,Karachi,24.87347580000,67.01567850000,Ufone,Zoom
Peshawar,Peshawar,33.95511640000,71.43290480000,Stormfiber,Google Meet
Peshawar,Peshawar,34.00888076000,71.50740613000,Telenor,Google Meet
Karachi,Karachi,24.92002209000,67.02341963000,Jazz,Google Meet
Karachi,Karachi,24.88361040000,67.02995870000,Jazz,Zoom
Islamabad,Peshawar,34.01513660000,71.52491540000,Jazz,Google Meet
Chiniot_Faisalabad,Chiniot/Faisalabad,31.45036620000,73.13496050000,Zong,Microsoft Teams
Peshawar,Peshawar,33.99592911000,71.49809641000,Ufone,Google Meet
Peshawar,Nowshera,34.01046430000,71.98755310000,Zong,Google Meet
Islamabad,Islamabad/Rawalpindi,33.68442020000,73.04788480000,Ufone,A mix between the three.
Karachi,Karachi,24.89672800000,67.06826720000,Ufone,Google Meet
Karachi,Karachi,24.86073430000,67.00113640000,Ufone,Zoom
Peshawar,Jahanian,30.04872230000,71.81562440000,Jazz,Google Meet
Peshawar,Lahore,31.47864320000,74.25318670000,Jazz,Google Meet
Lahore,Lahore,31.62669150000,74.30629310000,Zong,Google Meet
Lahore,Lahore,31.48152120000,74.30301410000,Ufone,Google Meet
Islamabad,Islamabad/Rawalpindi,33.79494827000,72.74032035000,Zong,Zoom
Peshawar,Islamabad/Rawalpindi,33.55132790000,73.05637600000,Telenor,Google Meet
Lahore,Gujranwala,32.18769190000,74.19445290000,Jazz,Google Meet
Chiniot_Faisalabad,Chiniot/Faisalabad,31.48647620000,73.07868680000,Jazz,Microsoft Teams
Lahore,Lahore,31.53676420000,74.30563480000,PTCL,Google Meet
Lahore,Lahore,31.41591530000,74.26928390000,PTCL,Google Meet
Lahore,Lahore,31.50922940000,74.28381450000,Jazz,Google Meet
Karachi,Karachi,24.95850394000,67.05787044000,PTCL,Google Meet
Chiniot_Faisalabad,Chiniot/Faisalabad,31.40746838000,73.04264787000,Zong,Microsoft Teams
Peshawar,Chishtian,29.58012158000,72.87732887000,Jazz,Google Meet
Peshawar,Rahim Yar Khan,28.37866610000,70.41519270000,Jazz,Google Meet
Peshawar,Peshawar,34.02089550000,71.56467380000,Jazz,Google Meet
Islamabad,Chowk Azam,30.96470250000,71.20426190000,Ufone,Zoom
Peshawar,gujranwala,32.17548470000,74.17956640000,Zong,Google Meet
Chiniot_Faisalabad,Sargodha,31.97216790000,72.91505010000,Telenor,Microsoft Teams
Lahore,sheikhupura,31.62280110000,74.23804880000,Jazz,Google Meet
Peshawar,Peshawar,33.95246486000,71.43395063000,Ufone,Google Meet
Karachi,Hyderabad Sindh,25.41868810000,68.34278760000,Leo Internet,Zoom
Karachi,Karachi,24.91147158000,67.12780777000,PTCL,Zoom
Peshawar,Lahore,31.52036960000,74.35874730000,Zong,Google Meet
Karachi,Karachi,24.86073430000,67.00113640000,Ufone,Zoom
Karachi,Islamabad/Rawalpindi,33.55792340000,73.17080070000,Ufone,Zoom
Lahore,Lahore,31.43119850000,74.26435820000,Jazz,Google Meet
Peshawar,Parachinar (Ex-Fata),33.90112360000,70.08604060000,no internet connection,Google Meet
Peshawar,Islamabad/Rawalpindi,33.60643420000,73.01750740000,Ufone,Google Meet
Peshawar,Home,29.89174010000,73.00658160000,Jazz,Google Meet
Karachi,Khairpur Mirs,27.52556250000,68.75507330000,PTCL,Zoom
Lahore,Lahore,31.51166980000,74.27808550000,Zong,Google Meet
Lahore,Lahore,31.44509860000,74.40272940000,Uphone,Google Meet
Lahore,Lahore,31.36948840000,74.17684120000,PTCL,Google Meet
Lahore,Lahore,31.52198860000,74.29935440000,Jazz,Google Meet
Karachi,Karachi,24.90054130000,67.08208390000,Zong,Zoom
Peshawar,Peshawar,3337269797.00000000000,0.00000000000,Zong,Zoom
Islamabad,Kotli AJK,33.50669240000,73.88860490000,Telenor,Zoom
Karachi,Sialkot,32.34458750000,74.70590590000,Jazz,Google Meet
Peshawar,Lahore,3104004045.00000000000,0.00000000000,Jazz,Google Meet
Karachi,Karachi,24.96239680000,67.05405520000,Telenor,Google Meet
Karachi,Karachi,3172999874.00000000000,0.00000000000,Zong,Zoom
Peshawar,D. I. Khan,31.86257060000,70.90186920000,Telenor,Google Meet
Islamabad,Hyderabad,3113106528.00000000000,0.00000000000,PTCL,"Every teacher uses whatever software  seems good to them. I am taking classes on Zoom,Google Meet,Discord"
Lahore,Lahore,3226412478.00000000000,0.00000000000,Jazz,Google Meet
Karachi,Karachi,24.96239680000,67.05405520000,Ufone,Google Meet
Chiniot_Faisalabad,Chiniot/Faisalabad,31.40636320000,73.10692980000,PTCL,Zoom
Chiniot_Faisalabad,daska,32.33663531000,74.34614084000,Telenor,Microsoft Teams
Karachi,Karachi,24.86073430000,67.00113640000,Jazz,Zoom
Peshawar,Dera Ismail khan,31.86257060000,70.90186920000,PTCL,Google Meet
Lahore,Okara,30.65443620000,74.03148110000,Jazz,Google Meet
Peshawar,Sheikhupura,31.71666170000,73.98502430000,Zong,Google Meet
Karachi,Panoakil,27.81444560000,69.10894440000,Ufone,Zoom
Lahore,Lahore,31.49539531000,74.31485003000,Jazz,Google Meet
Karachi,Karachi,24.95052780000,67.14699640000,Ufone,Google Meet
Karachi,Karachi,24.88456700000,67.17535090000,Ufone,Zoom
Karachi,Karachi,24.87905990000,67.18804300000,Zong,Zoom
Peshawar,Mardan,3408871302.00000000000,0.00000000000,PTCL,Google Meet
Peshawar,Chiniot/Faisalabad,31.55387080000,72.98886850000,Telenor,Google Meet
Karachi,Larkana,27.55534334000,68.21738218000,Zong,Zoom
Lahore,Lahore,31.59752586000,74.30868413000,Jazz,Google Meet
Peshawar,Dera Ghazi Khan,3377294491.00000000000,0.00000000000,Telenor,Google Meet
Karachi,"Chelhar, Tharparkar",24.98083670000,69.91930040000,Ufone,Zoom
Chiniot_Faisalabad,Chiniot/Faisalabad,31.45036620000,73.13496050000,PTCL,Microsoft Teams
Lahore,Lahore,31.51550900000,74.31913140000,Zong,Google Meet
Islamabad,Islamabad/Rawalpindi,3030559202.00000000000,0.00000000000,Jazz,Both Google Meet and Zoom
Peshawar,Karak,33.11047870000,71.09137480000,Zong,Google Meet
Karachi,Karachi,24.86073430000,67.00113640000,Telenor,Google Meet
Peshawar,Fr bannu,3139196002.00000000000,0.00000000000,Ufone,Google Meet
Islamabad,Islamabad/Rawalpindi,33.55659170000,73.20870900000,Jazz,Google Meet
Lahore,Lahore,31.46399240000,74.21426410000,Ufone,Google Meet
Chiniot_Faisalabad,main road garjakh gujranwala,32.18769190000,74.19445290000,PTCL,Zoom
Lahore,Lahore,31.53716780000,74.30557780000,Ufone,Google Meet
Peshawar,Peshawar,3039063431.00000000000,0.00000000000,Jazz,Google Meet
Peshawar,Haripur,34.07417880000,72.97558290000,Zong,Google Meet
Chiniot_Faisalabad,Chiniot/Faisalabad,31.48808535000,73.06863187000,Zong,Microsoft Teams
Chiniot_Faisalabad,Chiniot/Faisalabad,31.41117040000,73.10324200000,Jazz,Microsoft Teams
Chiniot_Faisalabad,Chiniot/Faisalabad,31.45870040000,73.16077520000,PTCL,Zoom
Lahore,Faisalabad,30.37532100000,69.34511600000,Jazz,Google Meet
Lahore,Lahore,31.39316780000,74.28612090000,Ufone,Google Meet
Chiniot_Faisalabad,Hafizabad,32.06872440000,73.65000430000,Telenor,Microsoft Teams
Karachi,Karachi,24.90423690000,67.11317670000,Zong,Zoom
Chiniot_Faisalabad,Chiniot/Faisalabad,31.45036620000,73.13496050000,ufone,Microsoft Teams
Karachi,Karachi,24.85425280000,67.04900649000,Don't have sim connectivity,Google Meet
Lahore,Lahore,3134243251.00000000000,0.00000000000,Cable Internet,Google Meet
Peshawar,Dadu,26.63825540000,67.57085360000,Zong,Google Meet
Karachi,Karachi,25.02214700000,67.13459580000,ufone,Zoom
Lahore,Lahore,31.52036960000,74.35874730000,Ufone,Google Meet
Karachi,Karachi,0.00000000000,0.00000000000,Jazz,Zoom
Chiniot_Faisalabad,kamalia,3117295273.00000000000,0.00000000000,Zong,Microsoft Teams
Karachi,Karachi,3121208484.00000000000,0.00000000000,Zong,Zoom
Karachi,Karachi,24.97287070000,67.06433150000,Telenor,Zoom
Lahore,Sargodha,32.08820052000,72.68755733000,Zong,Google Meet
Islamabad,Lahore,0.00000000000,0.00000000000,Ufone,Some use meet and some use zoom
Karachi,Karachi,24.86073430000,67.00113640000,Telenor,Zoom
Chiniot_Faisalabad,Chiniot/Faisalabad,31.43036730000,73.15635000000,Zong,Microsoft Teams
Lahore,Lahore,31.52330461000,74.30605744000,Ufone,Google Meet
Chiniot_Faisalabad,Chiniot/Faisalabad,3318549100.00000000000,0.00000000000,ufone,Microsoft Teams
Chiniot_Faisalabad,Multan,30.20468515000,71.51482456000,PTCL,Microsoft Teams
Karachi,Karachi,24.92020830000,67.07655830000,PTCL,Google Meet
Chiniot_Faisalabad,Chiniot/Faisalabad,31.39556060000,73.11113340000,Jazz,Microsoft Teams
Lahore,Lahore,31.45858050000,74.28168220000,Jazz,Google Meet
Lahore,Lahore,31.48830170000,74.26928390000,Jazz,Google Meet
Chiniot_Faisalabad,Chowk sarwar shaheed,30.57776640000,71.24584360000,Telenor,Zoom
Karachi,Karachi,24.87540590000,67.03612900000,Jazz,Zoom
Chiniot_Faisalabad,Chiniot/Faisalabad,3177468473.00000000000,0.00000000000,Zong,Microsoft Teams
Chiniot_Faisalabad,multan,30.19605327000,71.50961526000,PTCL,Microsoft Teams
Chiniot_Faisalabad,Lahore,31.56655300000,74.28687900000,Telenor,Microsoft Teams
Peshawar,Bagra Haripur,33.97535000000,73.07743000000,Zong,Google Meet
Lahore,Lahore,31.47601140000,74.30448790000,Jazz,Google Meet
Lahore,Lahore,3327936985.00000000000,0.00000000000,Ufone,Google Meet
Lahore,Lahore,31.57882730000,74.38145330000,Ufone,Google Meet
Chiniot_Faisalabad,Chowk Sarwar Shaheed,30.74933140000,71.23025100000,Jazz,Microsoft Teams
Islamabad,Rahim Yar Khan,28.42115650000,70.29887440000,Jazz,Zoom
Karachi,Mithi,24.71605820000,69.85561900000,Ufone,Zoom
Lahore,Lahore,31.53566140000,74.29853400000,Jazz,Google Meet
Lahore,Lahore,31.48046420000,74.32393420000,PTCL,Google Meet
Chiniot_Faisalabad,Pakpattan,30.35728980000,73.38265850000,Zong,Microsoft Teams
Peshawar,Bannu City,32.96111080000,70.62059970000,PTCL,Google Meet
Lahore,Lahore,3336104957.00000000000,0.00000000000,Jazz,Google Meet
Peshawar,Nowshera,33.93725260000,72.22413650000,Telenor,Google Meet
Karachi,Karachi,24.88192660000,67.03709090000,Zong,Google Meet
Islamabad,Nowshera,34.01046430000,71.98755310000,Zong,Google Meet
Islamabad,Layyah,30.96399820000,71.09319060000,Telenor,Zoom
Chiniot_Faisalabad,Chiniot/Faisalabad,31.43602740000,73.12833570000,Zong,Microsoft Teams
Islamabad,Islamabad/Rawalpindi,33.69967060000,73.00514910000,Jazz,Zoom
Islamabad,Islamabad/Rawalpindi,33.49881762000,73.08295835000,Jazz,Zoom
Lahore,Dahranwala,29.60286750000,72.85524040000,Jazz,Google Meet
Chiniot_Faisalabad,Lahore,3054406547.00000000000,0.00000000000,Jazz,Microsoft Teams
Karachi,Lahore,31.45122242000,74.43283124000,Zong,Google Meet
Karachi,Karachi,24.91171930000,67.13210120000,Jazz,Google Meet
Islamabad,Lahore,3134851519.00000000000,0.00000000000,wi tribe LTE,Zoom
Karachi,Karachi,24.95960970000,67.22519980000,Ufone,Zoom
Islamabad,"Village Nizampur, Disctrict Nowshera",33.78431800000,72.02563130000,Telenor,Zoom
Islamabad,Islamabad/Rawalpindi,3445184803.00000000000,0.00000000000,PTCL,Google Meet
Lahore,Lahore,31.53776160000,74.33088640000,Jazz,Google Meet
Lahore,Bahawalpur,29.38678250000,71.68882330000,Jazz,Google Meet
Islamabad,Multan,30.22330520000,71.47520300000,PTCL,Zoom
Karachi,Khairpur Mir's,27.52556250000,68.75507330000,PTCL,Zoom
Islamabad,Islamabad/Rawalpindi,33.52939334000,73.16383426000,Jazz,Google Meet
Islamabad,Islamabad/Rawalpindi,0.00000000000,0.00000000000,Ufone,Google Meet
Islamabad,Islamabad/Rawalpindi,33.56469070000,73.14971210000,Jazz,Zoom
Chiniot_Faisalabad,Chiniot/Faisalabad,31.39202851000,73.10536009000,PTCL,Microsoft Teams
Islamabad,"Okara, punjab",30.81380170000,73.45337790000,Jazz,Zoom
Islamabad,Chakwal,32.91719300000,72.40806050000,Jazz,Google Meet
Chiniot_Faisalabad,Chiniot/Faisalabad,31.41072360000,73.10840520000,PTCL,Microsoft Teams
Islamabad,Islamabad/Rawalpindi,33.55914090000,73.14686210000,Jazz,Google Meet
Lahore,village talhara tehsil Daska,32.24789080000,74.35897710000,Zong,Google Meet
Lahore,Lahore,31.43296630000,74.19445290000,PTCL,Google Meet
Lahore,Chiniot/Faisalabad,31.39117459000,73.10030003000,PTCL,Google Meet
Karachi,Karachi,24.93233260000,67.03007630000,Ufone,Zoom
Peshawar,kasur,31.26082011000,74.41576485000,Jazz,Google Meet
Islamabad,Swat kpk,34.92152510000,72.52339860000,Telenor,Zoom
Peshawar,Peshawar,34.02458630000,71.61634310000,Telenor,Google Meet
Islamabad,Multan,30.15745800000,71.52491540000,Jazz,"Google Classroom, Slate, WhatsApp Group, Zoom Meetings, Google Meet, YouTube Videos, Dropbox Videos, Google Drive videos, PowerPoint slides and Scanned PDF Notes"
Peshawar,lower dir chakdara,3449698785.00000000000,0.00000000000,Telenor,Google Meet
Islamabad,Islamabad/Rawalpindi,33.63398450000,72.91800320000,Telenor,Zoom
Islamabad,Multan,30.20968200000,71.50566890000,Zong,Google Meet
Lahore,Pusrur,32.26252410000,74.65760910000,Zong,Google Meet
Islamabad,Gilgit,35.91967140000,74.38806990000,SCOM,Zoom
Chiniot_Faisalabad,Chiniot/Faisalabad,31.38997057000,73.13487054000,PTCL,Zoom
Chiniot_Faisalabad,Sargodha,32.06091580000,72.68865600000,Zong,Microsoft Teams
Lahore,Lahore,31.47611628000,74.29758502000,Broadband Connection,Google Meet
Chiniot_Faisalabad,Chiniot/Faisalabad,31.28575333000,73.16863567000,Zong,Microsoft Teams
Chiniot_Faisalabad,Khurrianwala,31.49633840000,73.27063890000,Login,Zoom
Lahore,Lahore,31.50871772000,74.32293791000,Jazz,Google Meet
Islamabad,Sargodha,32.06804490000,72.69530680000,PTCL,Google Meet
Islamabad,Islamabad/Rawalpindi,33.55199840000,73.16593780000,Zong,Microsoft Teams
Islamabad,vehari,30.04415440000,72.34406850000,PTCL,Google Meet
Peshawar,Peshawar,30.09943500000,73.49682920000,Jazz,Google Meet
Chiniot_Faisalabad,Sargodha,31.81615650000,72.53822930000,Jazz,Microsoft Teams
Islamabad,Islamabad/Rawalpindi,33.61151790000,72.97069600000,Jazz,Zoom
Peshawar,Peshawar,34.02268335000,71.56704689000,Telenor,Google Meet
Chiniot_Faisalabad,Chiniot/Faisalabad,31.45036620000,73.13496050000,Jazz,Zoom
Lahore,Lahore,31.55886970000,74.31150120000,PTCL,Google Meet
Islamabad,Gujranwala,31.98599670000,74.02196620000,Telenor,Google Meet
Islamabad,Islamabad/Rawalpindi,33.64214740000,73.16560600000,"evo, or sometime ufone",Google Meet
Peshawar,Rahim Yar Khan,28.78135290000,70.39260830000,Zong,Google Meet
Lahore,Lahore,31.57649735000,74.31542984000,Jazz,Google Meet
Karachi,Karachi,24.88087130000,67.02905970000,Ufone,Zoom
Islamabad,Hassan Abdal,33.82102140000,72.68002040000,Zong,Zoom
Chiniot_Faisalabad,Chiniot/Faisalabad,31.52279480000,73.11137270000,Zong,Zoom
Lahore,Lahore,31.55060931000,74.32520051000,Zong,Google Meet
Peshawar,"wah, Taxila",33.76156884000,72.73539430000,ufone,Google Meet
Peshawar,Sialkot,32.38981750000,74.53607510000,Telenor,Google Meet
Islamabad,Rahim Yar Khan,28.81069320000,70.53244300000,Zong,Zoom
Chiniot_Faisalabad,Chiniot/Faisalabad,31.42514893000,73.10788198000,Zong,Microsoft Teams
Islamabad,Islamabad/Rawalpindi,33.68442020000,73.04788480000,Jazz,Google Meet
Islamabad,Gujar Khan,33.24204000000,73.13053490000,Zong,Zoom
Chiniot_Faisalabad,"Gojra, Toba Tek Singh",0.00000000000,0.00000000000,Jazz,Microsoft Teams
Chiniot_Faisalabad,Chiniot/Faisalabad,31.34310580000,73.06487740000,PTCL,Microsoft Teams
Islamabad,Abdul hakim,30.55111860000,72.13568930000,Jazz,Google Meet
Peshawar,Charsadda,3369633253.00000000000,0.00000000000,Ufon,Google Meet
Chiniot_Faisalabad,harunabad,29.60811460000,73.14676190000,Zong,Microsoft Teams
Lahore,Sialkot,32.48860080000,74.54486820000,Ufone,Google Meet
Chiniot_Faisalabad,Lahore,31.52961950000,74.45549360000,PTCL,Zoom
Lahore,Lahore,31.55250100000,74.36534530000,PTCL,Google Meet
Islamabad,Islamabad/Rawalpindi,33.67370465000,72.99158129000,Ufone,Google Meet
Peshawar,Peshawar,3339248142.00000000000,0.00000000000,PTCL,Google Meet
Peshawar,Jhang Punjab,31.26189160000,72.35183180000,Jazz,Google Meet
Chiniot_Faisalabad,Lahore,31.60006440000,74.33968510000,PTCL,Microsoft Teams
Chiniot_Faisalabad,Chiniot/Faisalabad,31.42161280000,73.04353210000,Sitara,Microsoft Teams
Chiniot_Faisalabad,Sheikhupura,31.71795830000,73.99142290000,Telenor,Microsoft Teams
Islamabad,Lahore,31.38135695000,74.25821025000,Telenor,Zoom
Karachi,Karachi,3357559145.00000000000,0.00000000000,Zong,Google Meet
Lahore,Lahore,31.52036960000,74.35874730000,Jazz,Google Meet
Lahore,Lahore,31.62111270000,74.28236620000,Telenor,Google Meet
Islamabad,Islamabad/Rawalpindi,33.58473070000,73.08406020000,Jazz,Google Meet
Karachi,Mirpur Mathelo,28.02176980000,69.54934310000,PTCL,Google Meet
Islamabad,Nowshera,3340592222.00000000000,0.00000000000,Jazz,Zoom
Islamabad,Islamabad/Rawalpindi,3022448152.00000000000,0.00000000000,Zong,Zoom
Islamabad,Karachi,33.56257713000,73.07315587000,Jazz,Google Meet
Lahore,Lahore,3041442338.00000000000,0.00000000000,Jazz,Google Meet
Chiniot_Faisalabad,Sargodha,3006061339.00000000000,0.00000000000,Jazz,Microsoft Teams
Islamabad,Hasilpur,29.69024170000,72.57963310000,Jazz,Zoom
Lahore,Lahore,31.50332120000,74.27808550000,Zong,Google Meet
Islamabad,Islamabad/Rawalpindi,33.59493295000,73.00901951000,Jazz,Google Meet
Chiniot_Faisalabad,Lahore,3204667467.00000000000,0.00000000000,Private ISP,Microsoft Teams
Karachi,Karachi,24.87772030000,67.03289430000,Telenor,Zoom
Lahore,Lahore,3112699928.00000000000,0.00000000000,Jazz,Google Meet
Lahore,multan,30.31823300000,71.51779580000,insaf internet service,Google Meet
Chiniot_Faisalabad,sargodha,3413697195.00000000000,0.00000000000,Telenor,Microsoft Teams
Karachi,Karachi,24.91953840000,67.05911870000,Telenor,Zoom
Chiniot_Faisalabad,Chiniot/Faisalabad,31.44952920000,73.10518890000,Zong,Microsoft Teams
Chiniot_Faisalabad,Kundian,32.42287510000,71.45366830000,Ufone,Zoom
Islamabad,Islamabad/Rawalpindi,3070150281.00000000000,0.00000000000,Jazz,Google Meet
Islamabad,Islamabad/Rawalpindi,33.68442020000,73.04788480000,Zong,Google Meet
Chiniot_Faisalabad,Chiniot/Faisalabad,31.72916620000,72.98219540000,Jazz,Microsoft Teams
Lahore,Lahore,31.49771830000,74.33895190000,ufone,Google Meet
Chiniot_Faisalabad,village Hatchar,31.99985150000,74.53900460000,Zong,Microsoft Teams
Lahore,Lahore,31.48840520000,74.34518400000,"Wateen, Ufone",Google Meet
Islamabad,Islamabad/Rawalpindi,33.66384230000,72.99477300000,Ufone,Google Meet
Peshawar,Manki sharif nowshera,33.76007500000,73.06579720000,Zong,Google Meet
Lahore,Lahore,31.55400490000,74.30484270000,PTCL,Google Meet
Islamabad,Islamabad/Rawalpindi,33.55579460000,73.06211520000,Zong,Google Meet
Lahore,Lahore,31.52036960000,74.35874730000,Telenor,Google Meet
Lahore,Lahore,31.47879520000,74.30448790000,Jazz,Google Meet
Islamabad,Islamabad/Rawalpindi,33.59592480000,73.07668240000,Ufone and Jazz,Zoom and Google Meet both
Lahore,Lahore,31.52036960000,74.35874730000,Jazz,Google Meet
Peshawar,Swat,34.61578230000,72.19029610000,Telenor,Google Meet
Lahore,Lahore,30.28666730000,73.05823680000,Zong,Google Meet
Lahore,Lahore,31.38327247000,74.27380519000,Zong,Google Meet
Chiniot_Faisalabad,Chiniot/Faisalabad,31.43455890000,72.59072230000,Telenor,Microsoft Teams
Chiniot_Faisalabad,chishtian,29.82293568000,73.00004410000,Jazz,Microsoft Teams
Karachi,Karachi,24.86073430000,67.00113640000,ufone,Zoom
Lahore,Gujranwala,32.18769190000,74.19445290000,Jazz,Google Meet
Lahore,Jhang,3088249119.00000000000,0.00000000000,Jazz,Google Meet
Chiniot_Faisalabad,Sargodha,32.09625080000,72.66574660000,PTCL,Zoom
Islamabad,Sargodha,31.71947730000,72.37866930000,Zong,Google Meet
Chiniot_Faisalabad,Lahore,31.52036960000,74.35874730000,Jazz,Microsoft Teams
Chiniot_Faisalabad,Lahore,31.43296630000,74.19445290000,Jazz,Microsoft Teams
Chiniot_Faisalabad,Chiniot/Faisalabad,31.45989610000,73.14372690000,fibre,Microsoft Teams
Chiniot_Faisalabad,Chiniot/Faisalabad,31.50472699000,73.06382078000,PTCL,Microsoft Teams
Karachi,Karachi,24.86073430000,67.00113640000,Telenor,Google Meet
Chiniot_Faisalabad,Chakwal,32.89825750000,72.89103890000,Jazz,Zoom
Chiniot_Faisalabad,Chiniot/Faisalabad,31.45036620000,73.13496050000,Zong,Microsoft Teams
Chiniot_Faisalabad,Hafizabad,32.07118580000,73.68947180000,Zong,Microsoft Teams
Lahore,Chiniot/Faisalabad,31.45036620000,73.13496050000,PTCL,Google Meet
Peshawar,Islamabad/Rawalpindi,33.56664330000,72.92427860000,Zong,Google Meet
Lahore,Lahore,31.45371843000,74.31983313000,Jazz,Google Meet
Karachi,Karachi,24.92858790000,67.04242220000,Jazz,Google Meet
Islamabad,Islamabad/Rawalpindi,33.62927300000,73.08616522000,Jazz,Google Meet
Lahore,Chiniot/Faisalabad,31.45036620000,73.13496050000,Jazz,Zoom
Chiniot_Faisalabad,Jaranwala,31.32300800000,73.41286440000,Telenor,Microsoft Teams
Peshawar,Peshawar,33.99877680000,71.52293990000,Ufone,Google Meet
Islamabad,Islamabad/Rawalpindi,33.61556720000,73.08156110000,Ufone,Zoom
Karachi,Karachi,24.91819312000,67.02197838000,Telenor,Google Meet
Lahore,Sheikhupura,31.71666170000,73.98502430000,Jazz,Google Meet
Chiniot_Faisalabad,Chiniot/Faisalabad,31.40761470000,73.10916280000,Zong,Microsoft Teams
Islamabad,Wah cantt,33.77154110000,72.75109210000,Zong,Zoom
Karachi,Dadu,26.73405810000,67.77948170000,Zong,Google Meet
Chiniot_Faisalabad,Jhang,3491784737.00000000000,0.00000000000,Telenor,Microsoft Teams
Lahore,Manga Mandi Lahore,3336160455.00000000000,0.00000000000,Ufone,Google Meet
Chiniot_Faisalabad,Chiniot/Faisalabad,31.40089350000,73.12688120000,Ufone,Microsoft Teams
Karachi,Karachi,24.87855830000,67.02051050000,Telenor,Google Meet
Karachi,Karachi,24.87892266000,67.16954610000,PTCL,Google Meet
Islamabad,Islamabad/Rawalpindi,33.68442020000,73.04788480000,PTCL,Zoom
Islamabad,Islamabad/Rawalpindi,33.63437210000,72.98597910000,Telenor,Zoom
Lahore,Multan,30.15745800000,71.52491540000,Jazz,Google Meet
Chiniot_Faisalabad,Chiniot/Faisalabad,31.40589720000,73.04200360000,Ufone,Microsoft Teams
Chiniot_Faisalabad,Chiniot/Faisalabad,31.43498280000,73.12389029000,Only whatapp package on jazz,Microsoft Teams
Chiniot_Faisalabad,Sargodha,32.07397870000,72.68606960000,Jazz,Microsoft Teams
Karachi,Karachi,24.88224580000,67.35644160000,Ufone,Zoom
Islamabad,Islamabad/Rawalpindi,33.72196660000,73.05531410000,Ufone,Microsoft Teams
Lahore,Lahore,31.45086910000,74.28169039000,Jazz,Google Meet
Chiniot_Faisalabad,Farooqabad district sheikhupura,31.73829884000,73.82867952000,Jazz,Microsoft Teams
Islamabad,Islamabad/Rawalpindi,33.69778320000,72.94831280000,Ufone,Zoom
Lahore,Lahore,31.50704620000,74.26341590000,PTCL,Google Meet
Peshawar,"Gahkuch, GILGIT-BALTISTAN",36.18193360000,73.76249500000,SCOM,Google Meet
Lahore,Lahore,31.43940105000,74.44330243000,Jazz,Zoom
Islamabad,"Dadu, Sindh",26.73405810000,67.77948170000,Zong,Zoom
Islamabad,Chiniot/Faisalabad,3327455045.00000000000,0.00000000000,Zong,Zoom
Islamabad,Islamabad/Rawalpindi,33.66932820000,73.10619210000,PTCL,Zoom
Karachi,Karachi,24.86073430000,67.00113640000,Ufone,Google Meet
Karachi,Karachi,25.02214700000,67.13459580000,Zong,Google Meet
Lahore,Narowal,32.10140670000,74.87995180000,Zong,Google Meet
Chiniot_Faisalabad,Chiniot,31.65393880000,72.54209590000,Zong,Zoom
Peshawar,Chakwal,32.93278820000,72.86295760000,Ufone,Google Meet
Karachi,Karachi,24.94498420000,67.07094070000,Ufone,Zoom AND Meet
Karachi,Nasirabad Sindh,27.37934600000,67.91957410000,Jazz,Zoom
Karachi,Karachi,24.93681710000,67.07599960000,Ufone,Zoom
Islamabad,Gujrat,32.57307250000,74.10050440000,Zong,Zoom
Chiniot_Faisalabad,Lahore,31.54316400000,74.41885350000,Jazz,Microsoft Teams
Lahore,Lahore,31.50320410000,74.38293880000,PTCL,Google Meet
Chiniot_Faisalabad,Lalamusa,32.69933470000,73.95620110000,Zong,Zoom
Islamabad,Islamabad/Rawalpindi,33.68442020000,73.04788480000,Jazz,Google Meet
Chiniot_Faisalabad,Shahkot,31.57574770000,73.48149180000,Jazz,Microsoft Teams
Islamabad,Chiniot/Faisalabad,31.36715058000,73.13544464000,Ufone,Google Meet
Peshawar,Peshawar,34.02503500000,71.45442560000,Zong,Google Meet
Peshawar,Peshawar,34.00564130000,71.63766940000,Zong,Google Meet
Lahore,Narowal,32.33700420000,74.90333900000,Zong,Google Meet
Karachi,Karachi,24.98355190000,67.06677480000,Ufone,Zoom
